Mot	FREQ_Mean	FREQ_SD	FREQ_StResiduals	IMAGE_Mean	IMAGE_SD	IMAGE_StResiduals
humanité	4.30	1.17	-1.8891	2.87	2.10	-0.8315
humeur	5.39	1.10	-1.1558	3.00	2.40	-0.7103
humiliation	3.76	1.28	-1.2322	3.02	2.16	-0.9217
humilité	3.28	1.40	-0.1454	2.63	1.96	-0.6850
humour	4.90	1.22	-1.0993	3.15	2.53	-0.7209
hune	1.37	0.60	-0.9205	1.18	0.20	1.0405
hurlement	3.37	1.22	-1.4740	3.75	2.72	-0.8562
hyène	1.70	0.97	-0.2698	4.98	5.86	4.0602
hypothèse	4.52	1.40	-0.1780	2.52	2.31	-0.2931
iceberg	2.90	1.41	0.2952	6.64	0.44	0.0289
identification	4.44	1.30	-0.9545	2.88	2.72	-0.3133
identité	4.88	1.33	-0.3683	2.80	2.40	-0.5250
if	2.15	1.91	5.9631	1.64	2.86	1.5459
igloo	2.90	1.29	-0.5749	6.78	0.40	0.2825
ignominie	1.17	0.45	-0.7312	1.31	0.36	0.7787
ignorance	4.04	1.22	-1.6424	2.41	1.64	-0.6243
iguane	2.13	0.93	-1.4702	5.55	4.71	2.3768
illustration	4.18	1.38	-0.4949	4.59	3.35	-0.1858
îlot	2.05	1.04	-0.7191	5.00	3.57	0.2734
image	5.25	1.30	-0.0925	4.90	3.69	0.3629
imagerie	3.41	1.47	0.3074	3.45	3.69	0.3582
imitation	3.91	1.26	-1.3838	3.05	2.72	-0.4628
immensité	3.15	1.32	-0.6236	3.36	2.62	-0.7736
immeuble	4.29	1.21	-1.6378	5.38	2.31	-0.7533
immobilité	3.21	1.50	0.6882	3.16	2.96	-0.3119
immuabilité	2.01	1.16	0.0773	1.94	1.82	0.1721
impact	4.52	1.07	-2.3670	3.25	3.03	-0.3022
impatience	4.83	1.26	-0.9090	2.77	1.61	-1.0539
implantation	3.25	1.18	-1.6470	2.80	2.13	-0.7416
impossibilité	3.97	1.49	0.3160	2.22	2.16	-0.0170
impossible	5.31	1.31	0.0716	2.00	1.61	-0.0512
imposteur	2.90	1.20	-1.1767	3.22	2.76	-0.5592
imposture	2.41	1.21	-0.3951	2.51	2.13	-0.4211
impôt	4.70	1.36	-0.3317	3.30	2.86	-0.5129
impression	4.90	1.36	-0.1292	2.37	1.32	-0.7373
imprimante	5.30	1.17	-0.8768	6.38	1.37	-0.1176
imprimerie	3.69	1.45	0.0302	5.09	2.76	-0.5805
impuissance	3.55	1.50	0.4752	2.74	2.04	-0.7442
impulsion	3.59	1.29	-1.1146	2.73	2.25	-0.5784
incendie	3.91	1.42	-0.2322	5.68	2.16	-0.5737
incertitude	3.64	1.17	-1.9251	2.41	1.93	-0.4393
inceste	3.34	1.32	-0.7722	3.54	3.69	0.3139
incident	3.95	1.28	-1.2471	2.95	1.90	-1.0451
incision	2.77	0.98	-2.3015	4.23	3.46	-0.1157
inclination	3.09	1.34	-0.4252	3.48	2.92	-0.5460
inconnu	4.54	1.39	-0.2389	2.86	2.82	-0.1967
inconvénient	4.19	1.26	-1.3427	2.16	0.90	-0.6103
incorporation	2.95	1.48	0.7810	2.36	1.85	-0.4292
incrustation	1.92	1.09	-0.1424	2.50	2.37	-0.2183
inculpé	2.63	1.52	1.5216	2.22	1.74	-0.3052
incursion	2.36	1.14	-0.7482	2.11	1.82	-0.0939
index	4.50	1.46	0.2693	4.58	3.80	0.3833
indication	4.11	1.25	-1.4311	2.86	2.40	-0.5836
indice	4.54	1.36	-0.4605	2.80	2.22	-0.6737
indien	3.66	1.59	1.1817	5.97	1.59	-0.6029
indifférence	3.70	1.22	-1.6217	2.44	1.51	-0.7322
indignation	2.23	1.02	-1.2000	2.09	1.61	-0.1907
individu	5.16	1.34	0.0580	4.51	3.20	-0.3753
indulgence	2.50	1.11	-1.1706	2.19	1.59	-0.3531
industrie	4.32	1.46	0.1681	4.16	2.82	-0.8230
inertie	2.61	1.28	-0.2531	2.33	1.99	-0.2956
infarctus	2.44	1.53	1.9078	3.33	3.92	0.7405
infection	4.64	1.45	0.2957	4.01	2.72	-0.9113
infertilité	3.34	1.43	0.0402	2.75	2.62	-0.2773
infidélité	3.81	1.43	-0.1485	2.76	2.37	-0.5104
infinité	3.60	1.37	-0.5469	2.81	2.99	0.0269
infirmier	3.79	1.66	1.7630	5.77	1.23	-1.0276
infirmité	2.67	1.10	-1.4924	3.79	2.53	-1.0480
influence	4.88	1.22	-1.1216	2.34	1.51	-0.6024
influx	3.04	1.52	1.0069	2.94	1.90	-1.0362
ingénieur	4.11	1.39	-0.4385	4.22	2.76	-0.8879
ingrédient	4.86	1.42	0.2745	4.27	3.17	-0.4538
initiation	4.14	1.30	-1.0817	2.73	1.85	-0.8679
initiative	4.26	1.46	0.1427	2.29	1.61	-0.4796
injection	3.73	1.25	-1.4299	4.88	2.53	-0.9173
injure	2.77	1.15	-1.3291	2.54	2.16	-0.4349
innocence	4.15	1.33	-0.8672	2.56	2.04	-0.5446
innovation	3.40	1.35	-0.5954	2.56	2.16	-0.4585
inoccupé	2.90	1.41	0.2952	2.79	2.40	-0.5150
inquiétude	4.20	1.31	-0.9945	2.70	2.19	-0.5932
inscription	4.84	1.31	-0.5534	3.20	2.62	-0.6697
insecte	4.40	1.52	0.6886	6.39	0.83	-0.3111
insecticide	2.87	1.39	0.1808	4.44	3.57	0.0490
insémination	2.34	1.37	0.8385	3.00	3.10	-0.0360
insertion	3.58	1.43	-0.0880	3.16	2.25	-0.9627
insistance	3.36	1.33	-0.7143	2.45	1.85	-0.5451
inspecteur	3.62	1.26	-1.3310	5.04	2.50	-0.8533
inspection	3.91	1.30	-1.1088	3.18	2.31	-0.9287
inspiration	4.22	1.41	-0.2574	2.88	2.43	-0.5761
installation	4.11	1.36	-0.6601	3.06	2.04	-1.0407
instant	4.97	1.37	0.0258	2.41	2.28	-0.1808
instinct	4.30	1.24	-1.4361	2.61	1.96	-0.6624
institut	3.73	1.27	-1.2945	3.61	3.69	0.2835
instituteur	3.11	1.53	1.0203	4.51	2.99	-0.6062
instruction	4.50	1.49	0.5070	3.16	2.19	-1.0094
instrument	4.97	1.37	0.0258	5.42	2.76	-0.3196
insuline	3.33	1.57	1.1749	4.20	3.76	0.2706
insulte	4.71	1.05	-2.3291	2.98	2.62	-0.4963
intégration	3.72	1.12	-2.2550	2.63	2.37	-0.3705
intelligence	5.47	1.28	0.1339	2.63	1.85	-0.7592
intensité	4.12	1.35	-0.7306	2.58	1.96	-0.6279
interaction	4.19	1.42	-0.1911	2.74	2.04	-0.7442
intérêt	5.18	1.31	-0.1268	2.70	2.02	-0.7223
interlocuteur	2.90	1.31	-0.4352	3.26	2.50	-0.8265
interprétation	4.30	1.34	-0.7432	2.27	1.49	-0.5201
interrogation	4.04	1.29	-1.1705	3.35	2.86	-0.5437
intervalle	4.29	1.36	-0.6025	3.20	2.37	-0.8925
intervenant	3.61	1.27	-1.2595	3.12	2.56	-0.6697
intervention	4.11	1.40	-0.3636	2.66	2.28	-0.4790
intimidation	3.93	1.38	-0.5331	2.80	2.28	-0.6261
intimité	4.59	1.40	-0.1269	2.94	2.07	-0.9174
intrigue	3.54	1.44	0.0058	2.56	1.59	-0.8376
introduction	4.94	1.48	0.8320	2.90	2.66	-0.3943
intuition	4.66	1.36	-0.3667	2.62	1.93	-0.6929
invasion	3.30	1.22	-1.4265	3.30	2.25	-1.0588
invention	4.38	1.36	-0.5597	3.22	1.90	-1.2589
inverse	4.19	1.20	-1.7391	2.83	2.22	-0.7034
investissement	4.02	1.19	-1.8390	2.78	1.96	-0.8453
invitation	4.84	1.19	-1.3590	3.44	2.53	-0.9061
invité	5.12	1.26	-0.5568	3.70	3.13	-0.4161
invitée	4.86	1.37	-0.1001	3.87	3.06	-0.5409
ironie	3.79	1.41	-0.2982	2.09	1.06	-0.4510
irruption	3.29	1.56	1.1191	4.06	3.31	-0.2884
isolement	3.60	1.17	-1.9111	3.10	1.74	-1.2746
issue	3.59	1.38	-0.4692	2.50	1.96	-0.5328
ivoire	2.44	1.13	-0.9497	5.36	2.37	-0.7202
ivresse	2.97	1.41	0.2155	3.93	3.06	-0.5527
jacquard	1.38	0.74	-0.4461	1.98	3.31	1.4570
jaguar	3.00	1.60	1.7189	6.62	0.59	0.0216
jalon	1.62	1.05	0.3731	1.80	2.07	0.5796
jambe	5.40	1.46	1.3362	6.72	0.56	0.1976
jambon	4.86	1.54	1.2284	6.70	0.35	0.1262
janvier	5.60	1.31	0.5844	4.05	3.46	-0.1117
jardin	4.45	1.39	-0.2983	6.45	0.71	-0.2458
jardinier	3.29	1.41	-0.0773	5.38	2.22	-0.8254
jargon	2.66	1.38	0.3870	2.83	3.84	1.0303
jarre	1.88	1.22	0.7575	3.00	4.45	1.7677
javelot	2.04	1.15	-0.0505	5.33	3.92	0.9730
jazz	3.50	1.52	0.6604	4.52	3.03	-0.5668
jet	3.37	1.33	-0.7207	5.41	2.31	-0.7265
jetée	3.95	1.67	1.8427	3.77	4.12	0.8257
jeton	3.41	1.56	1.0398	5.74	1.93	-0.6716
jeudi	6.04	1.20	0.8063	3.68	4.04	0.7387
jeunesse	4.91	1.30	-0.5465	3.87	2.79	-0.8232
jonction	3.22	1.36	-0.3953	3.26	2.82	-0.5207
joueur	5.18	1.24	-0.6061	5.16	2.99	-0.2912
joueuse	4.23	1.61	1.3682	4.26	2.89	-0.7520
jouissance	3.41	1.37	-0.4553	3.20	2.92	-0.3764
journal	5.59	1.35	0.8509	6.46	0.90	-0.1733
journaliste	4.56	1.35	-0.5188	4.90	2.69	-0.7582
joyau	2.26	1.32	0.6271	3.62	4.20	0.9976
juillet	5.27	1.51	1.5232	3.59	4.12	0.8901
juke-box	2.93	1.64	2.1443	6.15	2.62	0.4154
jumelles	3.87	1.50	0.3966	6.45	0.67	-0.2538
jument	2.71	1.40	0.4649	5.73	3.31	0.5939
juré	3.54	1.50	0.4796	3.61	3.46	-0.0024
juron	2.52	1.32	0.1672	2.79	2.96	0.0107
jury	3.60	1.56	0.9482	5.05	2.50	-0.8469
jus	5.67	1.46	1.8386	6.39	0.81	-0.3163
justesse	3.66	1.36	-0.6405	2.19	1.54	-0.3806
justice	4.81	1.08	-2.0609	2.97	2.56	-0.5465
justification	4.20	1.43	-0.1114	2.26	1.88	-0.2756
kangourou	2.76	1.54	1.5017	6.81	0.26	0.3240
kayak	3.32	1.64	1.7852	6.58	0.81	0.0044
képi	1.28	0.59	-0.6827	2.66	4.84	2.7359
kermesse	1.28	0.74	-0.1469	1.86	2.62	0.9336
kérosène	2.01	1.06	-0.5189	3.18	4.04	1.0087
kiosque	3.61	1.40	-0.3274	5.62	1.59	-1.0175
kir	1.17	0.44	-0.7551	1.71	2.92	1.4878
kiwi	3.95	1.52	0.5577	6.80	0.30	0.3090
klaxon	3.50	1.51	0.5790	5.40	3.28	0.2161
koala	2.66	1.47	1.0758	6.79	0.34	0.2937
krill	1.26	0.64	-0.4563	1.90	2.69	0.9279
laboratoire	4.68	1.34	-0.4944	5.48	1.85	-0.9995
labyrinthe	3.00	1.43	0.3355	6.22	1.14	-0.4654
lâcheté	2.79	1.40	0.3566	2.55	1.77	-0.7185
lacune	2.83	1.36	0.0087	2.73	3.13	0.2599
laideur	3.29	1.37	-0.3759	3.61	2.16	-1.2899
laie	1.91	1.13	0.1193	1.94	2.72	0.8936
laine	3.92	1.46	0.0770	6.30	0.96	-0.4120
laitier	3.29	1.53	0.8702	4.91	2.69	-0.7528
lama	2.26	1.15	-0.5005	6.04	2.66	0.2913
lambeau	2.34	1.34	0.6202	4.00	4.54	1.4131
lame	3.79	1.32	-0.9580	6.14	1.54	-0.3969
lamelle	2.37	1.38	0.8581	4.48	3.57	0.0574
lampadaire	3.01	1.45	0.4796	6.24	1.12	-0.4439
lampe	5.45	1.22	-0.3045	6.77	0.29	0.2507
lancement	3.90	1.48	0.2353	3.25	2.66	-0.6739
lance-pierres	1.70	1.06	0.2208	5.61	2.69	-0.1967
lancer	4.59	1.55	1.0615	4.37	2.89	-0.7404
landau	1.61	0.94	-0.1882	3.11	5.38	3.2920
languette	2.25	1.06	-1.0154	4.09	3.88	0.4308
lanterne	3.09	1.16	-1.6337	5.86	2.53	-0.0601
lapin	3.91	1.60	1.2276	6.94	0.04	0.5687
lapsus	2.15	1.13	-0.4049	2.30	2.72	0.3552
laque	1.54	0.92	-0.0984	1.95	2.66	0.8151
largeur	4.45	1.39	-0.2983	3.86	3.53	0.0105
larme	4.84	1.28	-0.7620	6.35	1.04	-0.3052
lassitude	2.30	1.27	0.2035	2.13	1.85	-0.1063
lasso	2.04	0.97	-1.0753	5.08	4.75	2.0571
latte	1.87	0.99	-0.5839	2.80	4.54	2.0875
lauréat	2.49	1.11	-1.1541	2.75	2.79	-0.1203
laurier	3.40	1.68	2.0899	4.02	4.62	1.5490
lavabo	5.18	1.54	1.6336	6.67	0.45	0.0853
lavage	5.45	1.37	0.7389	4.84	3.10	-0.3723
leçon	4.95	1.40	0.2251	3.29	2.79	-0.5734
lecteur	4.54	1.32	-0.7484	4.47	2.69	-0.9195
lecture	5.70	1.13	-0.3958	4.20	3.42	-0.1617
légalité	3.59	1.37	-0.5431	2.45	1.64	-0.6751
légende	4.37	1.32	-0.8528	3.51	2.89	-0.5958
législation	3.29	1.57	1.2032	2.36	2.16	-0.2090
légume	5.88	1.20	0.4301	6.54	0.59	-0.1190
lemme	1.28	0.65	-0.4829	1.31	0.71	0.8437
lenteur	3.22	1.44	0.2063	2.94	2.22	-0.8065
lentille	3.76	1.54	0.7369	6.06	1.10	-0.7120
léopard	2.71	1.32	-0.1195	6.72	0.25	0.1528
lèpre	2.16	1.15	-0.3029	4.23	3.53	-0.0234
lésion	3.37	1.49	0.4910	4.48	2.82	-0.7881
lettre	5.45	1.40	0.9621	5.93	1.54	-0.6824
leurre	1.80	1.05	-0.0866	2.25	3.20	0.9278
levée	4.20	1.74	2.5277	2.95	2.28	-0.7678
lever	5.08	1.49	1.0875	4.01	2.86	-0.7799
levier	3.15	1.41	0.0362	5.31	2.43	-0.7101
lèvre	5.15	1.66	2.6219	6.76	0.29	0.2318
lèvres	5.34	1.45	1.1579	6.75	0.36	0.2208
levure	3.22	1.29	-0.8935	4.81	2.50	-0.9798
lexique	3.18	1.46	0.3954	3.38	3.31	-0.0649
lézard	2.90	1.51	1.0794	6.74	0.35	0.2005
liage	1.91	1.03	-0.4608	2.36	2.59	0.1525
liaison	3.88	1.50	0.3961	3.29	2.92	-0.4372
libellule	3.08	1.49	0.7245	6.56	0.88	-0.0086
libération	3.54	1.31	-0.9543	2.73	1.96	-0.7937
liberté	4.92	1.22	-1.0765	2.75	1.74	-0.9567
libraire	3.21	1.49	0.6079	4.95	2.82	-0.6015
licorne	2.57	1.40	0.6721	6.06	2.86	0.5124
liège	2.86	1.39	0.1930	5.22	3.42	0.2395
lien	5.05	1.32	-0.2350	3.18	2.40	-0.8522
lierre	1.50	0.77	-0.6683	2.40	3.53	1.1185
lièvre	3.02	1.44	0.3915	6.76	0.23	0.2261
ligament	3.26	1.51	0.7293	4.74	3.61	0.1888
ligne	5.30	1.23	-0.4900	5.73	2.89	0.1318
lilas	3.11	1.50	0.7762	6.68	0.64	0.1403
limace	2.21	1.04	-1.0501	5.23	4.04	1.0601
limande	1.38	0.68	-0.6749	1.91	3.03	1.2522
limite	5.14	1.20	-0.9254	3.06	2.28	-0.8613
limonade	4.11	1.47	0.1760	6.23	1.28	-0.3941
limousine	3.47	1.33	-0.7787	6.62	0.58	0.0184
lingerie	4.13	1.38	-0.5083	5.83	1.64	-0.7506
linguistique	3.63	1.46	0.1265	2.33	2.53	0.1346
lion	3.57	1.36	-0.6085	6.87	0.17	0.4339
lionceau	1.91	1.07	-0.2352	5.55	4.16	1.5205
lionne	2.83	1.50	1.0840	6.63	0.59	0.0395
liqueur	4.90	1.45	0.5499	5.63	2.25	-0.5586
liquide	5.02	1.40	0.3109	5.72	2.04	-0.6152
lisière	2.09	1.26	0.5543	3.40	3.53	0.1918
lit	6.08	1.22	1.0349	6.78	0.28	0.2686
litière	3.25	1.59	1.4030	5.95	2.62	0.1413
livre	6.28	0.97	0.0856	6.91	0.11	0.5103
livret	3.27	1.45	0.2448	6.07	1.08	-0.7063
local	5.11	1.19	-1.0312	4.66	3.13	-0.4096
location	4.31	1.61	1.4003	3.01	2.62	-0.5221
locomotive	2.76	1.40	0.3963	6.69	0.49	0.1287
locution	2.34	1.33	0.5485	2.02	1.42	-0.1878
logement	4.70	1.47	0.5043	5.45	1.90	-0.9916
logiciel	4.36	1.31	-0.9285	4.12	3.06	-0.5729
logis	3.15	1.55	1.1491	4.11	4.00	0.5954
loin	5.95	1.16	0.3375	3.76	3.92	0.5443
loisir	4.69	1.49	0.6544	3.43	2.66	-0.7830
longueur	4.81	1.48	0.6892	4.07	3.03	-0.6076
losange	2.93	1.40	0.1849	6.02	2.13	-0.1795
lotion	4.10	1.39	-0.4406	5.43	1.93	-0.9913
louange	2.43	1.30	0.1769	2.77	2.28	-0.5958
loup	3.67	1.52	0.5941	6.88	0.18	0.4547
loutre	1.92	1.04	-0.4284	5.22	4.88	2.3810
louveteau	2.01	1.01	-0.7969	5.50	4.04	1.2953
loyauté	3.55	1.22	-1.5701	2.52	2.13	-0.4332
loyer	4.70	1.45	0.3475	4.04	3.50	-0.0650
lubie	1.25	0.46	-0.9573	1.51	1.00	0.5296
lubrifiant	3.54	1.38	-0.4486	4.87	2.56	-0.8938
lubrification	3.70	1.49	0.3433	4.30	2.99	-0.6421
lucarne	1.82	1.12	0.2726	3.12	4.67	2.0139
lucidité	2.84	1.15	-1.4194	2.14	1.42	-0.3708
luge	2.83	1.46	0.7661	5.66	3.50	0.7376
lumière	6.38	1.12	1.2053	5.35	3.24	0.1307
lunch	5.19	1.62	2.3271	5.29	2.34	-0.8047
lundi	6.16	1.19	1.0436	3.50	3.53	0.1393
lune	5.36	1.43	1.0361	6.87	0.19	0.4355
lunette	5.33	1.37	0.5357	6.76	0.32	0.2354
lunettes	5.84	1.20	0.3407	6.84	0.21	0.3781
luth	1.44	0.73	-0.6596	1.98	2.86	0.9606
lutin	3.07	1.48	0.6546	5.94	2.66	0.1586
lutte	3.76	1.40	-0.3685	4.66	3.35	-0.1626
lutteur	2.80	1.41	0.4190	5.59	2.02	-0.7763
lynx	2.56	1.47	1.2273	6.19	2.34	0.2254
lyrisme	1.80	1.00	-0.3619	1.64	1.12	0.3298
macaron	3.25	1.36	-0.4191	5.90	2.34	-0.1710
macaroni	4.94	1.45	0.5960	6.73	0.30	0.1766
machine	5.19	1.33	0.0296	4.98	2.69	-0.7133
maçon	2.11	1.09	-0.5607	3.20	4.93	2.3996
magasin	5.92	1.03	-0.4967	6.02	1.37	-0.6504
magazine	5.18	1.44	0.8333	6.26	1.10	-0.4219
magie	4.09	1.45	0.0150	4.50	3.17	-0.4179
magnétophone	2.51	1.36	0.4714	5.76	2.16	-0.4834
maille	2.72	1.26	-0.5492	4.37	3.96	0.5525
maillet	1.94	1.20	0.4881	2.93	5.11	2.9345
maillon	2.36	1.44	1.3305	4.23	3.92	0.4841
main	6.15	0.91	-0.5613	6.85	0.12	0.3923
mainmise	1.75	1.05	0.0374	1.63	1.19	0.3746
maintien	4.22	1.34	-0.7743	2.36	1.74	-0.4972
mairie	2.81	1.44	0.6358	3.29	3.39	0.0764
maïs	4.19	1.69	2.0639	6.79	0.27	0.2867
maison	6.43	0.77	-0.4280	6.67	0.50	0.0946
maisonnette	2.24	1.19	-0.2106	5.70	2.04	-0.6376
maîtrise	4.48	1.33	-0.7178	2.93	2.10	-0.8871
majesté	3.00	1.26	-0.8926	4.16	2.86	-0.7892
majorité	4.94	1.20	-1.1832	3.30	2.66	-0.7066
malade	5.75	1.05	-0.7601	4.43	2.82	-0.7985
maladie	5.54	1.01	-1.3988	3.80	2.69	-0.9021
maladresse	2.75	1.21	-0.9220	2.91	1.99	-0.9514
malaise	3.79	1.31	-1.0286	3.01	2.13	-0.9355
malentendu	4.18	1.42	-0.1942	2.33	1.59	-0.5481
malheur	4.58	1.37	-0.3577	2.61	1.99	-0.6428
malice	2.97	1.35	-0.2293	2.47	1.35	-0.8541
malle	2.63	1.55	1.7689	4.31	5.29	2.7149
mallette	2.55	1.30	-0.0215	5.26	3.96	0.9707
maman	6.32	0.87	-0.2988	5.64	2.89	0.0324
mamelle	2.06	1.21	0.2866	4.66	4.58	1.5585
mamelon	3.48	1.54	0.8347	6.47	0.81	-0.1845
mammouth	2.05	1.13	-0.1946	6.37	1.32	-0.1557
mandat	3.58	1.32	-0.9004	3.02	2.82	-0.3403
mandoline	2.13	1.20	0.0742	4.47	5.34	2.8269
manège	3.45	1.46	0.2060	5.41	2.66	-0.4229
manette	3.75	1.72	2.3147	5.54	3.50	0.6125
manie	3.69	1.49	0.3460	2.65	1.93	-0.7265
manifestation	4.04	1.38	-0.5252	3.51	2.50	-0.9697
manivelle	2.20	1.17	-0.2587	4.09	4.16	0.8290
manoeuvre	3.51	1.36	-0.5820	3.31	2.28	-1.0410
manoir	2.94	1.35	-0.1958	5.30	2.89	-0.2898
manuel	4.73	1.44	0.2973	5.40	2.53	-0.5497
mappemonde	1.65	0.89	-0.5397	4.05	6.10	4.3423
maquillage	5.04	1.41	0.4119	6.19	1.12	-0.5185
maracas	2.02	1.10	-0.3089	5.66	3.92	1.2917
marais	2.42	1.31	0.2643	4.76	3.46	0.0097
marathon	3.52	1.31	-0.9452	4.94	2.56	-0.8563
marcassin	1.57	0.85	-0.5131	2.13	3.80	1.8407
marchandise	4.01	1.38	-0.5287	4.38	2.16	-1.3885
marché	5.04	1.29	-0.4582	5.23	2.76	-0.4795
mardi	5.74	1.29	0.7270	3.04	3.42	0.3041
marécage	2.50	1.22	-0.4823	5.37	3.39	0.3182
maréchal	1.40	0.68	-0.7334	2.58	4.08	1.6312
marée	3.03	1.18	-1.4482	5.29	3.06	-0.1169
marelle	2.08	1.11	-0.3792	4.58	3.96	0.5991
margarine	5.02	1.44	0.6160	6.58	0.48	-0.0713
marguerite	3.61	1.41	-0.2519	6.67	0.71	0.1376
mari	5.18	1.46	0.9891	5.16	2.59	-0.6860
mariage	5.15	1.34	0.0437	5.40	2.10	-0.8973
marine	3.26	1.49	0.5682	4.63	3.61	0.1475
marmelade	2.77	1.33	-0.1302	5.50	2.69	-0.3077
marmite	3.36	1.72	2.4802	6.45	0.71	-0.2458
marmotte	3.11	1.57	1.3533	6.39	0.98	-0.2626
marquis	2.08	1.26	0.5755	3.25	3.06	-0.2648
marron	2.50	1.42	0.9357	4.84	4.16	0.9900
marteau	4.12	1.54	0.7440	6.85	0.20	0.3969
massage	4.79	1.29	-0.7445	5.51	1.74	-1.0385
masse	4.35	1.41	-0.2030	4.04	3.57	0.0288
massif	3.30	1.08	-2.2913	3.54	3.13	-0.3519
matelas	4.80	1.59	1.5859	6.60	0.55	-0.0231
matériau	3.91	1.53	0.6392	4.22	3.06	-0.5729
matinée	3.98	1.40	-0.3819	3.98	2.40	-1.1968
matou	2.64	1.54	1.6710	4.56	5.71	3.5822
matrice	2.81	1.61	2.0282	3.16	3.35	0.1225
maturité	4.16	1.28	-1.2150	2.76	2.53	-0.3752
mécanique	4.12	1.36	-0.6578	3.84	3.39	-0.1665
méchanceté	3.52	1.26	-1.2903	2.68	1.82	-0.8320
médaille	3.97	1.39	-0.4574	6.28	1.02	-0.4221
médaillon	3.01	1.53	1.1199	5.48	2.56	-0.4470
médecin	5.36	1.24	-0.3263	6.22	1.08	-0.4903
médecine	5.09	1.31	-0.2527	3.79	2.92	-0.6671
médiante	2.34	1.35	0.6924	2.25	2.25	0.0099
méditation	3.65	1.36	-0.6374	3.68	2.86	-0.7015
méduse	2.16	1.39	1.3342	4.43	5.71	3.5515
méfait	2.88	1.36	-0.0529	2.09	1.39	-0.3076
méfiance	3.63	1.41	-0.2589	2.65	1.56	-0.9543
mégot	2.09	1.12	-0.3405	4.16	5.02	2.2126
mélancolie	2.80	1.25	-0.7239	2.51	2.07	-0.4641
mélange	4.94	1.24	-0.9211	3.95	2.86	-0.7715
mélangeur	3.24	1.17	-1.7023	5.50	2.66	-0.3386
mélasse	3.20	1.56	1.1895	5.97	1.88	-0.4261
mélèze	1.68	1.05	0.2157	3.04	5.71	3.9931
melon	3.65	1.60	1.2705	6.69	0.41	0.1160
menace	4.32	1.07	-2.4818	2.90	2.76	-0.3000
ménage	5.04	1.40	0.3364	3.97	3.39	-0.1917
menhir	1.44	0.61	-1.0914	2.97	5.90	4.4476
menotte	2.97	1.42	0.2915	6.15	2.86	0.6393
mensonge	4.53	1.15	-1.8831	2.95	3.20	0.1260
mention	3.61	1.46	0.1335	2.52	1.88	-0.6132
menton	4.27	1.46	0.1466	6.56	0.72	-0.0542
menu	5.01	1.40	0.2983	5.36	2.76	-0.3729
mépris	3.09	1.45	0.3990	2.69	2.37	-0.4366
mer	4.41	1.43	-0.0188	6.42	0.81	-0.2674
merci	6.45	0.87	0.0705	2.67	2.99	0.1730
mercredi	6.06	1.09	0.1789	3.23	3.69	0.4915
merde	5.01	1.54	1.4037	5.47	2.86	-0.1736
merisier	2.05	1.12	-0.2550	4.40	4.88	1.9986
mérite	4.31	1.29	-1.0919	2.56	2.28	-0.3652
merle	2.04	1.18	0.1373	5.07	5.48	3.3552
merveille	4.11	1.56	0.9083	3.05	2.59	-0.5851
mésange	2.08	1.17	-0.0118	4.68	5.62	3.4313
mésaventure	2.68	1.37	0.2842	2.79	1.42	-1.1793
mésencéphale	1.86	1.60	3.6827	3.18	5.38	3.2396
message	5.52	1.23	-0.1125	4.25	3.39	-0.2040
mesure	4.63	1.34	-0.5367	3.31	3.10	-0.2656
métabolisme	3.81	1.49	0.3221	3.09	2.82	-0.3972
métaphore	3.30	1.56	1.1119	2.68	2.69	-0.1419
météo	5.43	1.38	0.7777	4.31	2.66	-0.9759
méthode	5.08	1.11	-1.5659	2.61	1.93	-0.6815
meuglement	1.50	0.73	-0.8294	2.06	1.85	-0.0003
meunier	1.95	1.09	-0.2112	3.58	3.28	-0.2078
meute	2.18	1.07	-0.8203	3.86	4.37	1.1725
microbe	4.21	1.41	-0.2607	4.49	3.65	0.1565
microscope	3.56	1.58	1.1327	6.46	1.23	-0.0492
midi	6.14	1.01	-0.0713	4.15	3.65	0.1195
miel	4.25	1.55	0.8664	6.50	0.69	-0.1658
migration	3.78	1.40	-0.3720	3.81	2.59	-0.9956
milieu	5.50	1.38	0.9023	3.47	2.89	-0.5759
militaire	3.85	1.56	0.8911	5.61	2.19	-0.6264
mille	4.84	1.65	2.1494	4.30	4.54	1.4086
minéral	3.20	1.34	-0.5239	3.79	3.17	-0.4046
ministère	4.37	1.39	-0.3433	3.13	2.92	-0.3251
ministre	4.43	1.29	-1.0300	4.16	3.57	0.0226
minorité	4.31	1.46	0.1636	3.01	1.66	-1.2485
minuit	5.76	1.20	0.1674	4.13	4.28	1.0110
miracle	4.43	1.37	-0.4585	3.19	2.92	-0.3693
mirage	2.91	1.49	0.9066	4.34	3.31	-0.2824
miroir	5.43	1.42	1.0785	6.78	0.28	0.2686
mission	4.28	1.10	-2.3243	3.11	2.69	-0.5420
missionnaire	3.09	1.40	0.0164	4.66	2.59	-0.9557
mite	2.34	1.53	2.0846	3.50	5.38	3.0458
mitraillette	2.54	1.46	1.1803	6.28	0.86	-0.4737
mitrailleuse	2.47	1.06	-1.4122	5.81	2.82	0.1570
mixage	2.98	1.20	-1.2674	3.12	3.03	-0.2088
mixité	2.29	1.55	2.3428	2.34	2.34	-0.0396
mobile	4.11	1.49	0.3349	3.93	3.84	0.3961
mobilier	2.91	1.32	-0.3763	4.54	3.69	0.2186
mobilisation	3.50	1.40	-0.2807	2.86	2.79	-0.2298
